WPI Id,Card Name,Quantity,Set,Condition,Foil,Language,SKU,Product Id,Mana Cost,CMC,Main Type,Sub Types,Is Legendary,Oracle Text,Legalities,Reserved List,Keywords,Rarity,Optionals,List of SKUs,Price
491,"Selenia, Dark Angel",1,TMP,SP,n,EN,368499,5719,{3}{W}{B},5,['Creature'],Legendary  — Phyrexian Angel,TRUE,"Flying
Pay 2 life: Return Selenia, Dark Angel to its owner's hand.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Flying'],rare,"{'power': '3', 'toughness': '3'}","['19218', '368499']",4.78
492,Shivan Zombie,1,INV,SP,y,EN,839152,7655,{B}{R},2,['Creature'], — Phyrexian Barbarian Zombie,FALSE,Protection from white,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Protection'],common,"{'power': '2', 'toughness': '2'}","['44911', '839152']",0.26
493,Squandered Resources,1,VIS,SP,n,EN,368707,5930,{B}{G},2,['Enchantment'],,FALSE,Sacrifice a land: Add one mana of any type the sacrificed land could produce.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['19426', '368707']",17.35
494,Storm Spirit,2,ICE,MP,n,EN,336196,4903,{3}{G}{W}{U},6,['Creature'], — Elemental Spirit,FALSE,"Flying
{T}: Storm Spirit deals 2 damage to target creature.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Flying'],rare,"{'power': '3', 'toughness': '3'}","['18766', '367712', '336196']",0.36
495,Suleiman's Legacy,3,VIS,SP,n,EN,368709,5932,{R}{W},2,['Enchantment'],,FALSE,"When Suleiman's Legacy enters the battlefield, destroy all Djinns and Efreets. They can't be regenerated.
Whenever a Djinn or Efreet enters the battlefield, destroy it. It can't be regenerated.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['19428', '368709']",0.98
496,Terminate,14,PLS,SP,n,EN,370620,7896,{B}{R},2,['Instant'],,FALSE,Destroy target creature. It can't be regenerated.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['21339', '370620']",0.44
497,Tsabo Tavoc,2,INV,SP,n,EN,370445,7717,{5}{B}{R},7,['Creature'],Legendary  — Phyrexian Horror,TRUE,"First strike, protection from legendary creatures
{B}{B}, {T}: Destroy target legendary creature. It can't be regenerated.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,"['First strike', 'Protection']",rare,"{'power': '7', 'toughness': '4'}","['21164', '370445']",1.32
498,Unfulfilled Desires,4,MIR,SP,n,EN,368067,5275,{1}{U}{B},3,['Enchantment'],,FALSE,"{1}, Pay 1 life: Draw a card, then discard a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['13895', '368067']",4.05
499,Vhati il-Dal,5,TMP,SP,n,EN,368562,5785,{2}{B}{G},4,['Creature'],Legendary  — Human Warrior,TRUE,"{T}: Until end of turn, target creature has base power 1 or base toughness 1.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,"{'power': '3', 'toughness': '3'}","['19281', '368562']",0.80
500,Viashivan Dragon,2,VIS,SP,n,EN,368735,5958,{2}{R}{R}{G}{G},6,['Creature'], — Dragon,FALSE,"Flying
{R}: Viashivan Dragon gets +1/+0 until end of turn.
{G}: Viashivan Dragon gets +0/+1 until end of turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Flying'],rare,"{'power': '4', 'toughness': '4'}","['19454', '368735']",0.84
501,Wandering Mage,2,ALL,SP,n,EN,367128,4282,{W}{U}{B},3,['Creature'], — Human Cleric Wizard,FALSE,"{W}, Pay 1 life: Prevent the next 2 damage that would be dealt to target creature this turn.
{U}: Prevent the next 1 damage that would be dealt to target Cleric or Wizard creature this turn.
{B}, Put a -1/-1 counter on a creature you control: Prevent the next 2 damage that would be dealt to target player or planeswalker this turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,"{'power': '0', 'toughness': '3'}","['18182', '367128']",2.29
502,Wandering Mage,1,ALL,MP,n,EN,335612,4282,{W}{U}{B},3,['Creature'], — Human Cleric Wizard,FALSE,"{W}, Pay 1 life: Prevent the next 2 damage that would be dealt to target creature this turn.
{U}: Prevent the next 1 damage that would be dealt to target Cleric or Wizard creature this turn.
{B}, Put a -1/-1 counter on a creature you control: Prevent the next 2 damage that would be dealt to target player or planeswalker this turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,"{'power': '0', 'toughness': '3'}","['18182', '367128', '335612']",2.12
503,Warping Wurm,3,MIR,SP,n,EN,368085,5293,{2}{G}{U},4,['Creature'], — Wurm,FALSE,"Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
At the beginning of your upkeep, Warping Wurm phases out unless you pay {2}{G}{U}.
Whenever Warping Wurm phases in, put a +1/+1 counter on it.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Phasing'],rare,"{'power': '1', 'toughness': '1'}","['14039', '368085']",0.43
504,Wellspring,1,MIR,SP,n,EN,368087,5295,{1}{G}{W},3,['Enchantment'], — Aura,FALSE,"Enchant land
When Wellspring enters the battlefield, gain control of enchanted land until end of turn.
At the beginning of your upkeep, untap enchanted land. You gain control of that land until end of turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Enchant'],rare,{},"['14055', '368087']",1.21
505,Winter's Night,1,ALL,MP,n,EN,335616,4288,{R}{G}{W},3,['Enchantment'],World ,FALSE,"Whenever a player taps a snow land for mana, that player adds one mana of any type that land produced. That land doesn't untap during its controller's next untap step.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['18186', '367132', '335616']",1.17
506,Yavimaya Barbarian,1,INV,SP,y,EN,839247,7756,{R}{G},2,['Creature'], — Elf Barbarian,FALSE,Protection from blue,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Protection'],common,"{'power': '2', 'toughness': '2'}","['45006', '839247']",0.28
507,Purgatory,1,MIR,HP,n,EN,352223,5186,{2}{W}{B},4,['Enchantment'],,FALSE,"Whenever a nontoken creature is put into your graveyard from the battlefield, exile that card.
At the beginning of your upkeep, you may pay {4} and 2 life. If you do, return a card exiled with Purgatory to the battlefield.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['13207', '367981', '336465', '352223']",1.48
508,Invoke the Firemind,1,GPT,SP,n,EN,374884,13715,{X}{U}{U}{R},3,['Sorcery'],,FALSE,"Choose one —
• Draw X cards.
• Invoke the Firemind deals X damage to any target.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",FALSE,[],rare,{},"['25317', '374884']",0.23
509,Lurking Informant,1,RAV,SP,n,EN,374680,13346,{1}{U/B},2,['Creature'], — Human Rogue,FALSE,"({U/B} can be paid with either {U} or {B}.)
{2}, {T}: Look at the top card of target player's library. You may put that card into that player's graveyard.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",FALSE,[],common,"{'power': '1', 'toughness': '2'}","['25113', '374680']",0.03
510,Acidic Dagger,1,MIR,MP,n,EN,336250,4959,{4},4,['Artifact'],,FALSE,"{4}, {T}: Whenever target creature deals combat damage to a non-Wall creature this turn, destroy that non-Wall creature. When the targeted creature leaves the battlefield this turn, sacrifice Acidic Dagger. Activate only before blockers are declared.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['11487', '367766', '336250']",0.42
511,Aegis of the Meek,1,ICE,MP,n,EN,335881,4579,{3},3,['Artifact'],,FALSE,"{1}, {T}: Target 1/1 creature gets +1/+2 until end of turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['18451', '367397', '335881']",0.45
512,Altar of Dementia,3,TMP,MP,n,EN,336730,5454,{2},2,['Artifact'],,FALSE,Sacrifice a creature: Target player mills cards equal to the sacrificed creature's power.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Mill'],rare,{},"['18965', '368246', '336730']",8.54
513,Ancient Spring,1,INV,SP,y,EN,838925,7414,,0,['Land'],,FALSE,"Ancient Spring enters the battlefield tapped.
{T}: Add {U}.
{T}, Sacrifice Ancient Spring: Add {W}{B}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['44684', '838925']",2.30
514,Ankh of Mishra,1,6ED,SP,n,EN,365524,2472,{2},2,['Artifact'],,FALSE,"Whenever a land enters the battlefield, Ankh of Mishra deals 2 damage to that land's controller.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['16578', '365524']",2.68
515,Anvil of Bogardan,2,VIS,SP,n,EN,368579,5802,{2},2,['Artifact'],,FALSE,"Players have no maximum hand size.
At the beginning of each player's draw step, that player draws an additional card, then discards a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['19298', '368579']",26.00
516,Arena,1,TSP,SP,n,EN,375606,14558,,0,['Land'],,FALSE,"{3}, {T}: Tap target creature you control and target creature of an opponent's choice they control. Those creatures fight each other. (Each deals damage equal to its power to the other.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",FALSE,['Fight'],special,{},"['26039', '375606']",3.33
517,Arena,1,TSP,MP,n,EN,344090,14558,,0,['Land'],,FALSE,"{3}, {T}: Tap target creature you control and target creature of an opponent's choice they control. Those creatures fight each other. (Each deals damage equal to its power to the other.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",FALSE,['Fight'],special,{},"['26039', '375606', '344090']",3.33
518,Ashnod's Altar,6,6ED,SP,n,EN,365530,2478,{3},3,['Artifact'],,FALSE,Sacrifice a creature: Add {C}{C}.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['16584', '365530']",8.09
519,Ashnod's Cylix,1,ALL,SP,n,EN,366995,4099,{2},2,['Artifact'],,FALSE,"{3}, {T}: Target player looks at the top three cards of their library, puts one of them back on top of their library, then exiles the rest.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['18049', '366995']",0.88
520,Balduvian Trading Post,3,ALL,SP,n,EN,367000,4106,,0,['Land'],,FALSE,"If Balduvian Trading Post would enter the battlefield, sacrifice an untapped Mountain instead. If you do, put Balduvian Trading Post onto the battlefield. If you don't, put it into its owner's graveyard.
{T}: Add {C}{R}.
{1}, {T}: Balduvian Trading Post deals 1 damage to target attacking creature.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['18054', '367000']",3.32
521,Barl's Cage,1,DRK,MP,n,EN,334951,3483,{4},4,['Artifact'],,FALSE,{3}: Target creature doesn't untap during its controller's next untap step.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['17521', '366467', '334951']",1.50
522,Belbe's Portal,1,NEM,SP,n,EN,369879,7132,{5},5,['Artifact'],,FALSE,"As Belbe's Portal enters the battlefield, choose a creature type.
{3}, {T}: You may put a creature card of the chosen type from your hand onto the battlefield.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['20598', '369879']",2.24
523,Bone Mask,1,MIR,MP,n,EN,336280,4989,{4},4,['Artifact'],,FALSE,"{2}, {T}: The next time a source of your choice would deal damage to you this turn, prevent that damage. Exile cards from the top of your library equal to the damage prevented this way.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['11727', '367796', '336280']",0.61
524,Bosium Strip,3,WTH,SP,n,EN,368776,5999,{3},3,['Artifact'],,FALSE,"{3}, {T}: Until end of turn, you may cast instant and sorcery spells from the top of your graveyard. If a spell cast this way would be put into a graveyard this turn, exile it instead.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['19495', '368776']",3.82
525,Bubble Matrix,2,WTH,SP,n,EN,368774,5997,{4},4,['Artifact'],,FALSE,Prevent all damage that would be dealt to creatures.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['19493', '368774']",8.64
526,Caldera Lake,4,TMP,SP,n,EN,368269,5477,,0,['Land'],,FALSE,"Caldera Lake enters the battlefield tapped.
{T}: Add {C}.
{T}: Add {U} or {R}. Caldera Lake deals 1 damage to you.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['18988', '368269']",0.50
527,Charcoal Diamond,2,MIR,SP,n,EN,367812,5005,{2},2,['Artifact'],,FALSE,"Charcoal Diamond enters the battlefield tapped.
{T}: Add {B}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['11855', '367812']",0.17
528,Charcoal Diamond,3,7ED,SP,n,EN,365884,2847,{2},2,['Artifact'],,FALSE,"Charcoal Diamond enters the battlefield tapped.
{T}: Add {B}.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['16938', '365884']",0.27
